Date,Open,High,Low,Shares Traded,Turnover (Rs. Cr),Close
17-Apr-12,5266.6,5298.2,5208.35,178895417,7416.66,5289.7
18-Apr-12,5320.7,5342,5293.45,152743439,5665.77,5300
19-Apr-12,5320.6,5342.45,5291.3,133549895,5313.33,5332.4
20-Apr-12,5313.95,5336.15,5245.45,135252751,5086.54,5290.85
23-Apr-12,5277.4,5310.55,5187.15,138042341,5065.27,5200.6
24-Apr-12,5215.9,5232.35,5180.35,155674654,7362.66,5222.65
25-Apr-12,5222.2,5236.1,5160.65,142910739,5968.34,5202
26-Apr-12,5214.75,5215.6,5179.05,185899437,6408.49,5189
27-Apr-12,5189,5223.05,5154.3,128759445,5734.59,5190.6
28-Apr-12,5209.6,5216.4,5196.35,6555703,297.89,5209
30-Apr-12,5201.45,5262.15,5201.45,108138550,4610.4,5248.15
02-May-12,5254.3,5279.6,5226.45,119333288,4815.08,5239.15
03-May-12,5211.2,5217.3,5180.65,118573998,5488.9,5188.4
04-May-12,5166.65,5177.2,5070.6,153304687,6507.5,5086.85
07-May-12,5017.8,5124.75,4988,168271798,6787.08,5114.15
08-May-12,5114.7,5119.95,4983.6,164262546,6233.26,4999.95
09-May-12,4967.9,5016.25,4956.45,180441209,6558.78,4974.8
10-May-12,4984.15,5039.3,4950.3,141031231,5430.14,4965.7
11-May-12,4938.85,4976.25,4906.15,138526070,5061.57,4928.9
14-May-12,4934.35,4957.2,4874.5,126951751,5291.93,4907.8
15-May-12,4869.85,4955.2,4868.55,142119571,5491.24,4942.8
16-May-12,4875.3,4882.25,4837.05,165048505,6316.66,4858.25
17-May-12,4878.6,4922.25,4850.2,155654031,5745.51,4870.2
18-May-12,4796.4,4908.5,4788.95,154508649,6447.08,4891.45
21-May-12,4888.5,4937.5,4888.5,116506971,4527.67,4906.05
22-May-12,4954.7,4956.35,4849.9,130808278,5074.37,4860.5
23-May-12,4843,4853.75,4803.95,136108067,4854.15,4835.65
24-May-12,4863.4,4931.9,4830.15,140474832,5012.08,4921.4
25-May-12,4905.95,4935.8,4889.35,118191157,4398.09,4920.4
28-May-12,4931.7,4994.95,4931.3,97260991,3983.53,4985.65
29-May-12,5005.35,5020.15,4982.15,124219839,4923.56,4990.1
30-May-12,4964.25,4982.25,4944.9,146005250,5374.65,4950.75
31-May-12,4896.1,4949.25,4883.55,296911390,10662.01,4924.25
01-Jun-12,4910.85,4925,4831.75,138767416,4989.22,4841.6
04-Jun-12,4797.3,4858.3,4770.35,152339865,5143.54,4848.15
05-Jun-12,4869.45,4898.95,4847.7,141476962,5016.41,4863.3
06-Jun-12,4886.65,5010.45,4886.15,185340406,7188.42,4997.1
07-Jun-12,5035.35,5059.65,5007.75,150558164,6077.37,5049.65
08-Jun-12,5044.25,5084.45,4994.8,138389395,5249.81,5068.35
11-Jun-12,5096.7,5124.45,5040.7,125615102,4813.82,5054.1
12-Jun-12,5015.5,5128.9,5015.15,135478015,5205.9,5115.9
13-Jun-12,5117.55,5144.9,5095.45,125668126,5287.08,5121.45
14-Jun-12,5105.1,5130,5047.6,118353366,4751.86,5054.75
15-Jun-12,5069.55,5146.2,5069.15,155437144,5944,5139.05
18-Jun-12,5174,5190.2,5041.7,153461067,6005.83,5064.25
19-Jun-12,5050.8,5113.6,5048.1,149416155,5336.22,5103.85
20-Jun-12,5114.55,5141.7,5100.7,160505645,5313.6,5120.55
21-Jun-12,5097.35,5170.4,5093.45,142992948,5558.56,5165
22-Jun-12,5101.75,5159.8,5094,159747192,5500.44,5146.05
25-Jun-12,5158.5,5194.6,5105.65,123503010,4894.04,5114.65
26-Jun-12,5107.45,5134.55,5095.5,99404566,4119.69,5120.8
27-Jun-12,5149.45,5160.1,5129.25,112269218,4238.62,5141.9
28-Jun-12,5148.95,5159.05,5125.3,143073791,5597.52,5149.15
29-Jun-12,5191.25,5286.25,5189,226523598,8461.24,5278.9
02-Jul-12,5283.85,5302.15,5263.35,126161441,4991.57,5278.6
03-Jul-12,5298.85,5317,5265.95,133117055,5161.82,5287.95
04-Jul-12,5310.4,5317.65,5273.3,155995887,5750.1,5302.55
05-Jul-12,5297.05,5333.65,5288.85,118915392,4709.79,5327.3
06-Jul-12,5324.7,5327.2,5287.75,113300726,4760.51,5316.95
09-Jul-12,5283.7,5300.6,5257.75,101169926,4189.25,5275.15
10-Jul-12,5286.6,5348.55,5284.55,123947633,5024.13,5345.35
11-Jul-12,5315.25,5336.45,5300.25,113530679,5086.98,5306.3
12-Jul-12,5240,5261.75,5217.7,131190833,6193.59,5235.25
13-Jul-12,5242.75,5267.15,5216.85,99045088,4451.9,5227.25
16-Jul-12,5232.35,5246.85,5190.45,106313144,4283.22,5197.25
17-Jul-12,5228.05,5236.7,5181.7,111768115,4719.2,5192.85
18-Jul-12,5199.1,5222.85,5169.05,109647297,4759.52,5216.3
19-Jul-12,5249.85,5257.75,5233.15,109769282,5494.99,5242.7
20-Jul-12,5233.55,5238.7,5197.5,89729408,4527.89,5205.1
23-Jul-12,5163.25,5164.2,5108.1,104770324,4394.24,5117.95
24-Jul-12,5128.8,5144,5103.25,116516931,4567.2,5128.2
25-Jul-12,5118.4,5121.6,5076.6,130965621,4654.17,5109.6
26-Jul-12,5126.3,5126.3,5032.4,180131639,6920.23,5043
27-Jul-12,5124.3,5149.95,5077.5,131948378,5828.12,5099.85
30-Jul-12,5129.75,5206.6,5129.75,117523733,5278.7,5199.8
31-Jul-12,5214.85,5234.55,5154.05,147059808,6254.67,5229
01-Aug-12,5220.7,5246.35,5212.65,113815730,4408.19,5240.5
02-Aug-12,5233.1,5236.9,5209.95,92972386,3699.59,5227.75
03-Aug-12,5195.6,5220.2,5164.65,112918653,4213.76,5215.7
06-Aug-12,5260.85,5293.2,5260.85,103148076,4271.5,5282.55
07-Aug-12,5295.4,5350.1,5281.65,130431591,5226.33,5336.7
08-Aug-12,5345.25,5377.6,5331.05,165954895,6069.12,5338
09-Aug-12,5348.3,5368.2,5312.1,181419777,6763.23,5322.95
10-Aug-12,5308.2,5330.1,5294.1,130090985,6540.77,5320.4
13-Aug-12,5316.35,5352.45,5309.05,107578773,4678.33,5347.9
14-Aug-12,5343.25,5387.05,5328.8,109794400,4742.47,5380.35
16-Aug-12,5385.95,5390.65,5356.65,133996943,5285.5,5362.95
17-Aug-12,5368.6,5399.95,5341.7,134985473,5262.34,5366.3
21-Aug-12,5368.7,5425.15,5368.7,124343357,4986.5,5421
22-Aug-12,5395.75,5433.35,5394.8,103103501,4156.18,5412.85
23-Aug-12,5426.15,5448.6,5393.85,127995889,5462.34,5415.35
24-Aug-12,5392.6,5399.65,5371,114346965,4520.37,5386.7
27-Aug-12,5387.85,5399.15,5346.65,89987572,3882.41,5350.25
28-Aug-12,5348.05,5359.25,5312.6,123683723,4771,5334.6
29-Aug-12,5343.85,5345.5,5282.7,157470632,4581.21,5287.8
30-Aug-12,5268.6,5342.8,5255.05,226494000,8374.69,5315.05
31-Aug-12,5298.2,5303.25,5238.9,167393902,6600.58,5258.5
03-Sep-12,5276.5,5295.8,5243.15,110380869,4015.55,5253.75
04-Sep-12,5249.15,5278.35,5233.2,106316880,3726.52,5274
05-Sep-12,5243.9,5259.5,5215.7,126162071,4904.68,5225.7
06-Sep-12,5217.65,5260.6,5217.65,134008569,4622.16,5238.4
07-Sep-12,5309.45,5347.15,5309.2,149584722,5590.04,5342.1
08-Sep-12,5343.65,5366.3,5343.45,11221064,376.34,5358.7
10-Sep-12,5361.9,5375.45,5349.1,109607506,4183.01,5363.45
11-Sep-12,5336.1,5393.35,5332.1,112878090,4081.42,5390
12-Sep-12,5404.45,5435.55,5393.95,139920871,4885.71,5431
13-Sep-12,5435.2,5447.45,5421.85,110774177,4199.37,5435.35
14-Sep-12,5528.35,5586.65,5526.95,233783031,9263.53,5577.65
17-Sep-12,5631.75,5652.2,5585.15,258912780,10924.57,5610
18-Sep-12,5602.4,5620.55,5586.45,175488961,7272.63,5600.05
20-Sep-12,5536.95,5581.35,5534.9,165684942,6768.88,5554.25
21-Sep-12,5577,5720,5575.45,278023825,11101.32,5691.15
24-Sep-12,5691.95,5709.85,5662.75,210419441,8380.56,5669.6
25-Sep-12,5674.9,5702.7,5652.45,341387116,12551.6,5673.9
26-Sep-12,5653.4,5672.8,5638.65,170771069,6754.98,5663.45
27-Sep-12,5673.75,5693.7,5639.7,238991690,9368.11,5649.5
28-Sep-12,5684.8,5735.15,5683.45,163660805,6948.17,5703.3
01-Oct-12,5704.75,5722.95,5694,123138510,4798.17,5718.8
03-Oct-12,5727.7,5743.25,5715.8,165037864,6654.02,5731.25
04-Oct-12,5751.55,5807.25,5751.35,171404290,6954.74,5787.6
05-Oct-12,5815,5815.35,4888.2,255569804,12995.8,5746.95
08-Oct-12,5751.85,5751.85,5666.2,142319000,5853.56,5676
09-Oct-12,5708.15,5728.65,5677.9,119300415,5047.01,5704.6
10-Oct-12,5671.15,5686.5,5647.05,126294361,4564.39,5652.15
11-Oct-12,5663.5,5721.1,5636.95,148283847,6542.71,5708.05
12-Oct-12,5681.7,5725,5659.35,130076802,6475.3,5676.05
15-Oct-12,5674.25,5693.7,5651.05,93693482,3962.97,5687.25
16-Oct-12,5705.6,5714,5635.6,117415701,5043.3,5648
17-Oct-12,5681.1,5684.35,5633.9,123974371,5259.46,5660.25
18-Oct-12,5675.3,5722.5,5650.55,144097860,6264.78,5718.7
19-Oct-12,5703.3,5711.7,5660,124262817,5410.95,5684.25
22-Oct-12,5667.6,5721.55,5658.05,103372318,4994.75,5717.15
23-Oct-12,5715.65,5720.8,5681.45,81501427,3803.5,5691.4
25-Oct-12,5688.8,5718.75,5685.7,158343061,7359.34,5705.3
26-Oct-12,5683.55,5697.2,5641.75,101663820,4718.97,5664.3
29-Oct-12,5665.2,5698.3,5645.1,93555816,3953.86,5665.6
30-Oct-12,5656.35,5689.9,5589.9,116678775,5550.86,5597.9
31-Oct-12,5596.75,5624.4,5583.05,112075316,4918.55,5619.7
01-Nov-12,5609.85,5649.75,5601.95,107393402,4633.11,5645.05
02-Nov-12,5696.35,5711.3,5682.55,111162841,4924.33,5697.7
05-Nov-12,5693.05,5709.2,5679.5,74829213,3236.08,5704.2
06-Nov-12,5694.1,5730.8,5693.65,115018796,4677.92,5724.4
07-Nov-12,5718.6,5777.3,5711.4,133740615,5242.18,5760.1
08-Nov-12,5709,5744.5,5693.95,117590261,4883.9,5738.75
09-Nov-12,5731.1,5751.7,5677.75,98763127,4833.64,5686.25
12-Nov-12,5688.45,5718.9,5665.75,92702799,4082.62,5683.7
13-Nov-12,5689.7,5698.25,5660.35,16516842,680.72,5666.95
15-Nov-12,5650.35,5651.65,5603.55,133979470,5554.05,5631
16-Nov-12,5624.8,5650.15,5559.8,121900570,4996.15,5574.05
19-Nov-12,5577.3,5592.75,5549.25,106988015,4336.84,5571.4
20-Nov-12,5604.8,5613.7,5548.35,107481297,4399.93,5571.55
21-Nov-12,5582.5,5620.2,5561.4,105148728,4228.47,5614.8
22-Nov-12,5628.6,5643.35,5608,94058612,3867.76,5627.75
23-Nov-12,5635.45,5637.75,5593.55,85082220,3213.06,5626.6
26-Nov-12,5648.65,5649.2,5623.45,79291426,3246.23,5635.9
27-Nov-12,5658.5,5733.2,5658,134407735,5380.95,5727.45
29-Nov-12,5736.7,5833.5,5736.1,207295475,9110.93,5825
30-Nov-12,5836,5885.25,5827.85,257047977,10777.34,5879.85
03-Dec-12,5878.25,5899.15,5854.6,113423350,4726.68,5870.95
04-Dec-12,5866.8,5894.95,5859,131020191,4816.7,5889.25
05-Dec-12,5906.6,5917.8,5891.35,139653957,5583.78,5900.5
06-Dec-12,5926.3,5942.55,5838.9,140267080,5667.65,5930.9
07-Dec-12,5934,5949.85,5888.65,127607078,5722.45,5907.4
10-Dec-12,5916.05,5919.95,5888.1,95975757,4339.84,5908.9
11-Dec-12,5923.8,5965.15,5865.45,137415161,6403.06,5898.8
12-Dec-12,5917.8,5924.6,5874.25,132665649,6117.63,5888
13-Dec-12,5900.35,5907.45,5841.35,136616335,5976.15,5851.5
14-Dec-12,5846.9,5886.1,5839.15,115159830,5012.83,5879.6
17-Dec-12,5860.5,5886.05,5850.15,109547002,4998.19,5857.9
18-Dec-12,5873.6,5905.8,5823.15,148907334,6740.66,5896.8
19-Dec-12,5917.3,5939.4,5910.8,149439204,6731.27,5929.6
20-Dec-12,5934.45,5937.6,5881.45,123911218,5390.76,5916.4
21-Dec-12,5888,5888,5841.65,141152911,5603.96,5847.7
24-Dec-12,5869,5871.9,5844.7,85336999,3433.98,5855.75
26-Dec-12,5864.95,5917.3,5859.55,83871326,3447.53,5905.6
27-Dec-12,5930.2,5930.8,5864.7,139613235,5955.51,5870.1
28-Dec-12,5887.15,5915.75,5879.5,89669021,3863.47,5908.35
31-Dec-12,5901.2,5919,5897.15,64809641,3021.71,5905.1
01-Jan-13,5937.65,5963.9,5935.2,77902745,3298.74,5950.85
02-Jan-13,5982.6,6006.05,5982,116057389,4992.9,5993.25
03-Jan-13,6015.8,6017,5986.55,99989933,4883.13,6009.5
04-Jan-13,6011.95,6020.75,5981.55,113232990,5191.38,6016.15
07-Jan-13,6042.15,6042.15,5977.15,110248018,5093.62,5988.4
08-Jan-13,5983.45,6007.05,5964.4,109937502,5247.74,6001.7
09-Jan-13,6006.2,6020.1,5958.45,129635568,6462.35,5971.5
10-Jan-13,5998.8,6005.15,5947.3,129767384,6191.88,5968.65
11-Jan-13,6012.4,6018.85,5940.6,128022002,8228.71,5951.3
14-Jan-13,5967.2,6036.9,5962.15,134711348,7279.83,6024.05
15-Jan-13,6037.85,6068.5,6018.6,138364003,6978.26,6056.6
16-Jan-13,6049,6055.95,5992.05,128985952,6172.67,6001.85
17-Jan-13,6001.25,6053.2,5988.1,178954867,7569.17,6039.2
18-Jan-13,6059.85,6083.4,6048.3,186460701,8321.15,6064.4
21-Jan-13,6085.75,6094.35,6065.1,130866385,6065.99,6082.3
22-Jan-13,6080.15,6101.3,6040.5,129041713,5744.09,6048.5
23-Jan-13,6052.85,6069.8,6021.15,136989190,5932.29,6054.3
24-Jan-13,6046.2,6065.3,6007.85,185210189,7884.14,6019.35
25-Jan-13,6024.5,6080.55,6014.45,147587200,6384.65,6074.65
28-Jan-13,6082.1,6088.4,6061.4,113113004,5592.39,6074.8
29-Jan-13,6064.7,6111.8,6042.45,157553752,8261.34,6049.9
30-Jan-13,6065,6071.95,6044.15,124222858,6220.8,6055.75
31-Jan-13,6045.65,6058.05,6025.15,168516750,8753.14,6034.75
01-Feb-13,6040.95,6052.95,5983.2,159271140,6189.27,5998.9
04-Feb-13,6025.2,6038.5,5981.25,141741868,6166.05,5987.25
05-Feb-13,5948.2,5970.35,5946.9,136227506,5332.28,5956.9
06-Feb-13,5988.05,5990.9,5953.15,157815926,5865.83,5959.2
07-Feb-13,5936.45,5978.5,5927.6,157647191,5555.4,5938.8
08-Feb-13,5929.1,5953.7,5883.65,192607376,6761.75,5903.5
11-Feb-13,5920.05,5924.15,5879.1,121958667,5506.43,5897.85
12-Feb-13,5894.35,5927.65,5886.45,142844560,4844.11,5922.5
13-Feb-13,5943.15,5969.5,5922.95,142636632,5714.83,5932.95
14-Feb-13,5933.2,5940.2,5884.55,143830565,7125.55,5896.95
15-Feb-13,5869.95,5899.95,5853.9,125091945,5187.91,5887.4
18-Feb-13,5888.65,5911,5878.45,114284193,4187.19,5898.2
19-Feb-13,5900.2,5947.55,5883.15,100984778,3743.8,5939.7
20-Feb-13,5966.3,5971,5937.55,135354164,5330.7,5943.05
21-Feb-13,5909.65,5921.15,5844.4,159401234,6407.29,5852.25
22-Feb-13,5837.95,5873.8,5835.8,157046865,5487.58,5850.3
25-Feb-13,5870.55,5878.4,5825,125128736,4851.54,5854.75
26-Feb-13,5838.3,5838.85,5748.6,157360222,5842.04,5761.35
27-Feb-13,5784.9,5818.2,5749.7,175165933,6202.31,5796.9
28-Feb-13,5834.35,5849.9,5671.9,334852895,12964.2,5693.05
01-Mar-13,5702.45,5739.45,5679.9,174517984,6877.59,5719.7
04-Mar-13,5704.7,5712,5663.6,144887325,5778.72,5698.5
05-Mar-13,5722.45,5790.1,5722.4,154406134,6321.31,5784.25
06-Mar-13,5816.4,5828.7,5795.05,156901392,6244.47,5818.6
07-Mar-13,5801.3,5878,5801.3,134679762,5676.89,5863.3
08-Mar-13,5883.65,5952.85,5883,150781148,6214.19,5945.7
11-Mar-13,5946.1,5971.2,5930.35,125384918,5688.38,5942.35
12-Mar-13,5944.6,5952,5893.65,115944389,5098.38,5914.1
13-Mar-13,5884.8,5893.85,5842.25,116710808,4950.09,5851.2
14-Mar-13,5845.95,5920.15,5791.75,149008437,7204.09,5908.95
15-Mar-13,5914.9,5945.65,5861,152156666,6984.19,5872.6
18-Mar-13,5816.75,5850.2,5814.35,102663402,4690.01,5835.25
19-Mar-13,5859.5,5863.6,5724.3,182311867,8255.03,5745.95
20-Mar-13,5740.55,5745.3,5682.3,187624850,7103.68,5694.4
21-Mar-13,5705.9,5757.75,5647.95,179177573,7053.93,5658.75
22-Mar-13,5659.8,5691.45,5631.8,165293291,5909.38,5651.35
25-Mar-13,5707.3,5718.4,5624.4,150388821,5683.44,5633.85
26-Mar-13,5613.75,5655.3,5612.05,126500524,4939.19,5641.6
28-Mar-13,5647.75,5692.95,5604.85,209658945,8372.35,5682.55
01-Apr-13,5697.35,5720.95,5675.9,97779717,3683.38,5704.4
02-Apr-13,5701.7,5754.6,5687.15,106423845,4262.15,5748.1
03-Apr-13,5740.2,5744.95,5650.1,140713330,5313.95,5672.9
04-Apr-13,5640.65,5644.45,5565.65,134586976,5000.44,5574.75
05-Apr-13,5568.1,5577.3,5534.7,137461477,5281.57,5553.25
08-Apr-13,5550.5,5569.2,5537.05,97021471,3673.21,5542.95
09-Apr-13,5568.75,5603.05,5487,138184712,5485.91,5495.1
10-Apr-13,5536.25,5569.25,5477.2,128558760,5387.08,5558.7
11-Apr-13,5601.65,5610.65,5542.85,146828501,6469.38,5594
12-Apr-13,5520.7,5544.5,5494.9,127323273,7447.27,5528.55
15-Apr-13,5508.5,5592.85,5500.3,142918219,7133.92,5568.4
16-Apr-13,5562.45,5699.25,5555.85,142679244,5943.06,5688.95
17-Apr-13,5708.65,5732.15,5669,154575403,7304.1,5688.7
18-Apr-13,5682.7,5794.35,5681.85,149883469,6588.7,5783.1
22-Apr-13,5789.85,5844.85,5789.8,135095797,6073.25,5834.4
23-Apr-13,5843.1,5844.3,5791.55,132218357,5366.87,5836.9
25-Apr-13,5856.1,5924.6,5853.3,199597725,9211.66,5916.3
26-Apr-13,5899.75,5907.05,5860.5,141311877,6840.01,5871.45
29-Apr-13,5877.6,5918.65,5868.8,118882089,5364.86,5904.1
30-Apr-13,5932.6,5962.3,5867.8,153186197,6699.02,5930.2
02-May-13,5911.4,6019.45,5910.95,162376438,7277.43,5999.35
03-May-13,5993.5,6000.3,5930.15,145754275,6590.91,5944
06-May-13,5944.9,5976.5,5928.45,110166713,4612.49,5971.05
07-May-13,5983.45,6050.5,5982.95,136372981,5572.16,6043.55
08-May-13,6064.15,6083.55,6024.95,122278698,5159.97,6069.3
09-May-13,6078.35,6084.7,6040.45,109997276,5164.76,6050.15
10-May-13,6046.25,6105.3,6045.6,111351573,5162.22,6094.75
11-May-13,6088.2,6114.55,6084.15,7991165,355.74,6107.25
13-May-13,6098.2,6104.95,5972.9,107948706,4633.05,5980.45
14-May-13,5989.7,6026.2,5970.05,119265483,4921.65,5995.4
15-May-13,6018.85,6157.1,6018.85,153892843,7240.73,6146.75
16-May-13,6128.25,6187.3,6128.25,158635506,6733.31,6169.9
17-May-13,6172.95,6199.95,6146.15,147280254,5870.44,6187.3
20-May-13,6198,6229.45,6146.05,122252978,5589.97,6156.9
21-May-13,6152.35,6180.25,6102.35,130589228,5122.71,6114.1
22-May-13,6127.05,6147.6,6074.45,133763685,5837.19,6094.5
23-May-13,6050.4,6081.45,5955.7,198930489,8230.1,5967.05
24-May-13,6010.7,6015.3,5936.8,161622562,6193,5983.55
27-May-13,5989.4,6099.9,5975.55,115115365,4961.15,6083.15
28-May-13,6086.35,6127.65,6055.4,139668916,5481.14,6111.25
29-May-13,6120.45,6125.05,6069.8,120205054,5135.8,6104.3
30-May-13,6072.15,6133.75,6072.15,194092801,7794.82,6124.05
31-May-13,6098.7,6106.25,5975.55,175311989,7223.11,5985.95
03-Jun-13,5997.35,6011,5916.35,112123535,5702.24,5939.3
04-Jun-13,5941.1,5981.6,5910.25,114450873,4990.51,5919.45
05-Jun-13,5908.3,5935.2,5883.7,110223279,4691.39,5923.85
06-Jun-13,5895,5956.55,5869.5,114174694,4961.54,5921.4
07-Jun-13,5900.05,5972.7,5871.3,118346364,4888.65,5881
10-Jun-13,5907.9,5931.65,5857.4,100130739,4304.75,5878
11-Jun-13,5848.75,5868.05,5780.35,180902123,6695.57,5788.8
12-Jun-13,5771.75,5792.9,5738.6,140394424,5894.04,5760.2
13-Jun-13,5709.35,5729.85,5683.1,142041404,5462.45,5699.1
14-Jun-13,5748.95,5819.4,5739.4,124410018,5121.33,5808.4
17-Jun-13,5820.4,5854.9,5770.25,107160887,4560.84,5850.05
18-Jun-13,5841.9,5863.4,5804.3,117541145,4591.91,5813.6
19-Jun-13,5805.75,5828.4,5777.9,115539008,4643.17,5822.25
20-Jun-13,5754.15,5755,5645.65,198400131,7148,5655.9
21-Jun-13,5639.9,5686.15,5616.85,182410583,6697.18,5667.65
24-Jun-13,5638.05,5640,5566.25,193488581,6308.88,5590.25
25-Jun-13,5606.95,5666.25,5570.25,196571543,6792.49,5609.1
26-Jun-13,5627.95,5635.25,5579.35,160095940,5939.3,5588.7
27-Jun-13,5647.95,5699.35,5630.95,239029425,9184.29,5682.35
28-Jun-13,5749.5,5852.95,5749.5,214402430,8753.33,5842.2
01-Jul-13,5834.1,5904.35,5822.2,144794030,5405.72,5898.85
02-Jul-13,5885.5,5898.8,5852.3,145721790,5163.09,5857.55
03-Jul-13,5811.95,5815,5760.4,160523863,5219.24,5770.9
04-Jul-13,5794.75,5848.2,5786.05,151929179,5429.87,5836.95
05-Jul-13,5889.95,5900.45,5858.45,123586417,4303.93,5867.9
08-Jul-13,5833.15,5833.85,5775.55,127624733,4823.52,5811.55
09-Jul-13,5834.6,5864.95,5834.6,110427867,4661.55,5859
10-Jul-13,5869.9,5879.35,5802.85,117516350,4820.53,5816.7
11-Jul-13,5894.5,5948.85,5887.95,120195681,4882.29,5935.1
12-Jul-13,6000.5,6019,5951.15,127707078,6591.27,6009
15-Jul-13,5991.2,6038.2,5980.95,116275729,4641.97,6030.8
16-Jul-13,5930.8,5966.05,5910.95,151162819,5915.8,5955.25
17-Jul-13,5972.25,5989.8,5926.75,191516153,8349.59,5973.3
18-Jul-13,5984.7,6051.1,5974.55,171728134,7774.83,6038.05
19-Jul-13,6057.2,6066.85,6020.25,163311714,7987.75,6029.2
22-Jul-13,6009.75,6064.15,6004.25,115168337,5117.19,6031.8
23-Jul-13,6064.3,6093.35,6061.3,126469251,5459.62,6077.8
24-Jul-13,6032.2,6047.25,5962.6,151931749,6413.64,5990.5
25-Jul-13,5970.4,5990.65,5896.4,237081135,8762.77,5907.5
26-Jul-13,5937.95,5944.5,5869.5,174535664,6419.86,5886.2
29-Jul-13,5869.95,5886,5825.8,173430612,4812.3,5831.65
30-Jul-13,5836.05,5861.3,5747.6,181489174,6006.91,5755.05
31-Jul-13,5738.35,5752.1,5675.75,235469131,8717.16,5742
01-Aug-13,5776.9,5808.5,5676.85,216762208,7164.04,5727.85
02-Aug-13,5750.05,5761.85,5649,222494469,6350.26,5677.9
05-Aug-13,5682.4,5721,5661.5,197167952,5575.21,5685.4
06-Aug-13,5664.9,5664.9,5521.8,216227972,6424.42,5542.25
07-Aug-13,5549.3,5561.45,5486.85,245010773,7725.23,5519.1
08-Aug-13,5510.05,5577.6,5510.05,204918722,6968.85,5565.65
12-Aug-13,5606.7,5644.1,5557.1,195708484,7063.92,5612.4
13-Aug-13,5600.25,5704.75,5578.9,222997337,7073.34,5699.3
14-Aug-13,5715.4,5754.55,5690.2,223656483,6970.2,5742.3
16-Aug-13,5705.45,5716.6,5496.05,248094094,8807.27,5507.85
19-Aug-13,5497.55,5499.65,5360.65,219672819,6713.03,5414.75
20-Aug-13,5353.45,5417.8,5306.35,261052792,7982.22,5401.45
21-Aug-13,5494.45,5504.1,5268.45,255004311,8509.29,5302.55
22-Aug-13,5282.8,5418.95,5254.05,284468531,9075.86,5408.45
23-Aug-13,5428.75,5478.8,5377.8,251511910,7763.2,5471.75
26-Aug-13,5499.4,5528.7,5454.45,241996358,6465.02,5476.5
27-Aug-13,5426.5,5427.4,5274.25,306037010,8236.84,5287.45
28-Aug-13,5233.45,5317.7,5118.85,335993745,10705.51,5285
29-Aug-13,5316.5,5428.9,5303,326499273,10580.48,5409.05
30-Aug-13,5407.45,5493.3,5360.2,336401705,11431.52,5471.8
02-Sep-13,5480.25,5564.9,5478.85,214232444,6135.94,5550.75
03-Sep-13,5574.7,5580.95,5323.75,250298844,7304.81,5341.45
04-Sep-13,5358.65,5460.25,5318.9,237230494,7252.61,5448.1
05-Sep-13,5553.75,5625.75,5552.7,274937515,9484.19,5592.95
06-Sep-13,5617.45,5688.6,5566.15,253030740,8821.54,5680.4
10-Sep-13,5738.5,5904.85,5738.2,275244175,10307.97,5896.75
11-Sep-13,5887.25,5924.35,5832.7,265006808,7980.51,5913.15
12-Sep-13,5931.15,5932,5815.8,272987246,7667.76,5850.7
13-Sep-13,5828,5884.3,5822.9,190768447,6403.37,5850.6
16-Sep-13,5930.3,5957.25,5798.15,219455842,7819.05,5840.55
17-Sep-13,5824.2,5857.8,5804.9,157938740,5550.64,5850.2
18-Sep-13,5872.75,5916.9,5840.2,153585493,5369.63,5899.45
19-Sep-13,6044.15,6142.5,6040.15,287191701,11291.28,6115.55
20-Sep-13,6104.55,6130.95,5932.85,318645265,11587.18,6012.1
23-Sep-13,5945.8,5989.4,5871.4,188322506,6596.17,5889.75
24-Sep-13,5855,5938.4,5854.55,187578148,7002.84,5892.45
25-Sep-13,5901.55,5910.55,5811.1,200162195,6988.96,5873.85
26-Sep-13,5872.8,5917.65,5864.1,220589737,7761.99,5882.25
27-Sep-13,5905.55,5909.2,5819.3,163067913,5303.31,5833.2
30-Sep-13,5801.05,5810.2,5718.5,155674706,5642.77,5735.3
01-Oct-13,5756.1,5786.45,5700.95,159247089,5075.7,5780.05
03-Oct-13,5819.1,5917.6,5802.7,199793235,7481.97,5909.7
04-Oct-13,5891.3,5950.45,5885,191469248,6052.47,5907.3
07-Oct-13,5889.05,5912,5825.85,156387945,5348.49,5906.15
08-Oct-13,5975,5981.7,5913,158527593,5950.47,5928.4
09-Oct-13,5893.25,6015.5,5877.1,192037125,6904.96,6007.45
10-Oct-13,6001.05,6033.95,5979.8,159607329,6163.68,6020.95
11-Oct-13,6104.85,6107.6,6046.4,180834257,8283.09,6096.2
14-Oct-13,6093,6124.1,6082.9,142173640,5989.37,6112.7
15-Oct-13,6147.55,6156.3,6056.55,218304334,6745.02,6089.05
17-Oct-13,6098.5,6110.75,6032.55,230561463,8158.31,6045.85
18-Oct-13,6070.9,6201.45,6070.9,250339955,8353.23,6189.35
21-Oct-13,6202,6218.95,6163.3,196989071,7341.25,6204.95
22-Oct-13,6192.3,6220.1,6181.8,161943721,5850.72,6202.8
23-Oct-13,6209.55,6217.95,6116.6,188285223,6921.65,6178.35
24-Oct-13,6162.8,6252.45,6142.95,176235553,6737.2,6164.35
25-Oct-13,6154,6174.75,6125.95,144531462,5582.82,6144.9
28-Oct-13,6155.1,6168.75,6094.1,146340691,5282.79,6101.1
29-Oct-13,6107.55,6228.05,6079.2,197348371,7572.87,6220.9
