Date,Open,High,Low,Shares Traded,Turnover (Rs. Cr),Close
11-Nov-05,2500.85,2551.4,2500.85,72465029,3003.72,2548.65
14-Nov-05,2548.55,2576.95,2534.4,70311886,2722.9,2558.7
16-Nov-05,2559.45,2585.95,2559.45,59709061,2711.52,2582.75
17-Nov-05,2558.45,2608.85,2558.45,66443810,2924.97,2603.95
18-Nov-05,2604,2632.35,2595.15,81690974,3121.62,2620.05
21-Nov-05,2620.1,2626.4,2591.75,74794904,3111.44,2602.5
22-Nov-05,2603.25,2614,2567.05,67631761,3090.06,2572.85
23-Nov-05,2572.85,2613.4,2563.1,70840659,2992.72,2608.6
24-Nov-05,2608.9,2643.7,2608.7,98400541,3651.41,2635
25-Nov-05,2635.35,2668.9,2633.75,74964394,2877.95,2664.3
26-Nov-05,2664.85,2686.5,2664.7,25534972,1016.73,2683.45
28-Nov-05,2683.6,2717.15,2682.65,83653385,3266.97,2712
29-Nov-05,2712.35,2713.9,2679.9,78581982,3583.48,2698.3
30-Nov-05,2698.1,2727.05,2647.1,82029860,3588.31,2652.25
01-Dec-05,2651.6,2705,2641.95,74048315,3626.04,2698.95
02-Dec-05,2699.55,2730.7,2691.5,79794777,3914.45,2697.95
05-Dec-05,2697.6,2710.65,2654.35,62679907,2405.29,2660.5
06-Dec-05,2661.4,2694.4,2647.35,56613837,2735.99,2662.3
07-Dec-05,2662.3,2697.1,2662.3,66551374,3002.33,2693
08-Dec-05,2694.95,2711.6,2673.5,70166907,3288.04,2706.7
09-Dec-05,2706.75,2761.1,2698,76475444,3624.71,2756.45
12-Dec-05,2756.4,2789.35,2756.4,75289837,3334.62,2776.2
13-Dec-05,2776.8,2815.3,2764.65,93127558,4485.5,2812.3
14-Dec-05,2812.8,2825.65,2788.3,122645697,4636.36,2804.55
15-Dec-05,2805.2,2821.5,2763.35,92701214,3996.15,2778.55
16-Dec-05,2778.65,2814.9,2766.5,88271522,4180.3,2810.15
19-Dec-05,2808.35,2846,2803.45,77018983,3272.85,2842.6
20-Dec-05,2843.15,2853.1,2815.2,74975479,3150.23,2826.2
21-Dec-05,2826.45,2847.3,2799.45,123430901,7389.62,2822.9
22-Dec-05,2826.7,2846.65,2818.65,66786005,2946.81,2835.25
23-Dec-05,2835.7,2857,2799.7,65175171,2972.67,2804.85
26-Dec-05,2804.3,2804.3,2741.8,57486163,2509.99,2749.6
27-Dec-05,2746.25,2812.6,2725.7,58763373,2824.9,2805.9
28-Dec-05,2806.8,2824.3,2780,73928672,3690.54,2794.05
29-Dec-05,2792.75,2829.4,2792.75,79236604,3891.34,2821.95
30-Dec-05,2823.95,2845.55,2812.75,76048886,4017.93,2836.55
02-Jan-06,2836.8,2849.45,2825.4,51922369,2492.19,2835.95
03-Jan-06,2835.95,2887.2,2832.05,56919143,2674.83,2883.35
04-Jan-06,2883,2909.35,2883,82021279,3415.2,2904.4
05-Jan-06,2904.45,2916.2,2884.8,70082252,3203.74,2899.85
06-Jan-06,2899.85,2921.7,2877.25,83354445,3728.49,2914
09-Jan-06,2913.35,2927.25,2898.25,74818404,3462.62,2910.1
10-Jan-06,2910.15,2913.05,2865.6,71122017,3508.23,2870.8
12-Jan-06,2869.35,2869.35,2824,92184274,6110.85,2850.7
13-Jan-06,2851.4,2878.35,2846.7,66173305,3198.16,2850.55
16-Jan-06,2851.35,2855.7,2824.05,57827407,3404.76,2833.1
17-Jan-06,2833.8,2861.25,2820.65,95095316,6190.85,2829.1
18-Jan-06,2809.9,2840.1,2783.85,119045833,6974.93,2809.2
19-Jan-06,2811.1,2875.95,2811.1,69427054,3219.72,2870.85
20-Jan-06,2870.8,2912.8,2870.8,73695932,4307.53,2900.95
23-Jan-06,2900.3,2900.3,2870.95,65128512,2809.25,2884.05
24-Jan-06,2886.35,2914.25,2885.75,67193094,3300.77,2908
25-Jan-06,2908.75,2949.1,2871.25,97129132,4944.65,2940.35
27-Jan-06,2941.9,2989.7,2941.9,115083146,3807.99,2982.75
30-Jan-06,2983.3,3002.2,2963.65,99399734,3402.83,2974.5
31-Jan-06,2968.95,3005.1,2968.85,74303077,2982.45,3001.1
01-Feb-06,3001.3,3011.05,2960.9,87163320,3809.99,2971.55
02-Feb-06,2972.2,2997.25,2957.55,80517157,3574.21,2967.45
03-Feb-06,2968.1,2973.9,2931.85,62877718,3113.61,2940.6
06-Feb-06,2940.95,3009.45,2928.1,70479490,3602.08,3000.45
07-Feb-06,3001.15,3025.1,2991.25,84822966,3781.35,3020.1
08-Feb-06,3018.2,3021.25,2984.9,72204624,3709.2,3008.95
10-Feb-06,3009.15,3031.75,3009.1,77233296,3764.84,3027.55
13-Feb-06,3026.15,3042.75,3018.5,66172668,3052.33,3041.15
14-Feb-06,3040.25,3051.7,3009.9,86851659,4149.93,3017.55
15-Feb-06,3001.4,3048.8,2995.3,90334973,4183.48,3022.2
16-Feb-06,3023.1,3036.65,3013.7,77742684,3413.17,3021.6
17-Feb-06,3021.65,3038.8,2976.7,80252511,3664.79,2981.5
20-Feb-06,2982.35,3010.65,2955.85,61702111,2832.2,3005.85
21-Feb-06,3008.55,3042.05,3008.55,59629361,2936.55,3035.5
22-Feb-06,3035.65,3055.65,3032.5,56288881,2838.57,3050.8
23-Feb-06,3050.85,3078.4,3050.85,108536483,4627.45,3062.1
24-Feb-06,3061.7,3072,3041.6,61840503,2445.38,3050.05
27-Feb-06,3050.3,3070.35,3050.3,53579117,2663.01,3067.45
28-Feb-06,3067.9,3090.3,3031.8,101518894,4978.91,3074.7
01-Mar-06,3074.6,3127.25,3064,96935864,4886.99,3123.1
02-Mar-06,3124.25,3170.35,3124.25,117835195,5303.83,3150.7
03-Mar-06,3151.3,3167.2,3132.6,68562889,3740.91,3147.35
06-Mar-06,3147.25,3194,3147.2,70231056,3256.57,3190.4
07-Mar-06,3190.45,3192.95,3166.75,85670076,4153.35,3182.8
08-Mar-06,3183.45,3187.5,3107.9,104385907,5393.67,3116.7
09-Mar-06,3116.75,3132.65,3069.85,91561270,4422.04,3129.1
10-Mar-06,3129.05,3189.35,3128.6,89130425,4292.37,3183.9
13-Mar-06,3184.1,3221.3,3174.05,71708390,3515.72,3202.65
14-Mar-06,3197.2,3223.45,3184.05,81135055,4011.15,3195.35
16-Mar-06,3197.3,3230.4,3196.95,85098635,4339.33,3226.6
17-Mar-06,3226.9,3258.3,3226.9,84410109,4238.8,3234.05
20-Mar-06,3234.2,3268.25,3234.2,74738736,3092.16,3265.65
21-Mar-06,3264.65,3292.15,3247.25,94383185,4408.31,3262.3
22-Mar-06,3263.35,3267.95,3221.95,92992199,4747.15,3240.15
23-Mar-06,3240.85,3265.6,3225.2,132315985,4977.08,3247.15
24-Mar-06,3247.15,3286.2,3242.6,133458459,3755.77,3279.8
27-Mar-06,3283.4,3327.05,3280.8,155883121,6939.44,3321.65
28-Mar-06,3321.45,3344.5,3311.85,145259830,7402.88,3325
29-Mar-06,3324.85,3359.8,3324.8,107383096,4235.41,3354.2
30-Mar-06,3354.25,3433.85,3354.25,167133850,7120.91,3418.95
31-Mar-06,3420.55,3425.45,3381.9,191025581,12055.59,3402.55
03-Apr-06,3403.15,3478.25,3402.45,73250033,3804.68,3473.3
04-Apr-06,3473.1,3508.25,3463.85,92359007,4230.1,3483.15
05-Apr-06,3483.15,3513.95,3483.15,79374868,4099.01,3510.9
07-Apr-06,3525.6,3555.5,3445.9,137089599,7354.61,3454.8
10-Apr-06,3455,3489.05,3430.4,104980176,4807.96,3478.45
12-Apr-06,3479.1,3484.65,3366.75,124245306,6146.48,3380
13-Apr-06,3380.4,3391.05,3290.35,129244802,6733.14,3345.5
17-Apr-06,3342.15,3433.65,3342.15,94138429,4856.61,3425.15
18-Apr-06,3429,3521.95,3429,103920172,5605.22,3518.1
19-Apr-06,3523.65,3570.5,3502.75,119462639,5833.57,3535.85
20-Apr-06,3539.8,3578.35,3527.25,113701322,5774.69,3573.5
21-Apr-06,3576.75,3592.75,3517.1,134014772,6849.64,3573.05
24-Apr-06,3572.8,3585.35,3536.3,90785788,4698.35,3548.9
25-Apr-06,3548.8,3552.65,3433.55,83494373,4284.69,3462.65
26-Apr-06,3462.65,3562.3,3454.1,90642187,4568.22,3555.75
27-Apr-06,3554.7,3598.95,3492.75,148887167,10435.62,3508.1
28-Apr-06,3507.45,3517.65,3342.85,108821039,4943.01,3508.35
29-Apr-06,3508.35,3565.75,3508.35,35740010,1515.59,3557.6
02-May-06,3557.55,3622.05,3556.9,108347510,5259.84,3605.45
03-May-06,3604.4,3640.8,3581.4,95591194,4537.19,3634.25
04-May-06,3630.65,3674.5,3621.55,100108143,5141,3648.4
05-May-06,3649.45,3676.55,3639.55,106747561,4261.22,3663.95
08-May-06,3668.65,3708.55,3668.65,70284895,3777.17,3693.15
09-May-06,3694.65,3725.4,3655.65,83890001,4706.15,3720.55
10-May-06,3720.75,3758.05,3717.25,93510261,4998.59,3754.25
11-May-06,3755.8,3774.15,3687.9,77726368,4255.37,3701.05
12-May-06,3704.15,3704.15,3633.85,94028454,4448.04,3650.05
15-May-06,3651,3653,3482.85,125542855,5652.8,3502.95
16-May-06,3502.95,3543.5,3382.4,139746059,6200.73,3523.3
17-May-06,3525.05,3641.85,3525.05,100892613,4550.85,3635.1
18-May-06,3636.45,3636.45,3365.9,137036044,6090.7,3388.9
19-May-06,3391.85,3493.05,3205.25,143372267,6499.15,3246.9
22-May-06,3254.3,3313.9,2896.4,148001127,6043.37,3081.35
23-May-06,3068.6,3221.05,2997.35,114894339,4682.56,3199.35
24-May-06,3203.5,3249.75,3091.6,134699170,5908.84,3115.55
25-May-06,3114.7,3198.35,3012.95,154894775,6720.25,3177.7
26-May-06,3177.7,3277.95,3177.7,105522896,4245.44,3209.6
29-May-06,3207.25,3255.25,3193.15,73032523,2981.85,3214.9
30-May-06,3215.5,3252.1,3167.05,69451029,3202.35,3185.3
31-May-06,3181.95,3181.95,2972.9,119568428,4934.32,3071.05
01-Jun-06,3072.55,3130,2936.6,112881053,5065.82,2962.25
02-Jun-06,2961.5,3099.35,2940.2,106179408,4324.06,3091.35
05-Jun-06,3092.6,3125.4,3006.4,88204812,4034.23,3016.65
06-Jun-06,3015.05,3015.05,2910.3,98819077,4198.29,2937.3
07-Jun-06,2935.25,2956.9,2819.45,122677884,4954.39,2860.45
08-Jun-06,2856.9,2859.4,2683.2,133611695,5155.37,2724.35
09-Jun-06,2721.2,2875.75,2707.85,101500861,4255.42,2866.3
12-Jun-06,2867.65,2877.8,2761.85,78190250,3359.69,2776.85
13-Jun-06,2773.6,2773.6,2638.1,85457365,3459.33,2663.3
14-Jun-06,2665.05,2767.75,2595.65,98860315,4513.9,2632.8
15-Jun-06,2634.1,2814.15,2634.1,88836911,3820.2,2798.8
16-Jun-06,2799.85,2960.15,2799.85,117621143,5258.32,2890.35
19-Jun-06,2892,2932.9,2846.5,75179603,3186.42,2916.9
20-Jun-06,2919,2919,2837.45,85067878,3342.93,2861.3
21-Jun-06,2861.4,2930.8,2836.4,81725635,3417,2923.45
22-Jun-06,2923.75,3017.65,2923.75,81030379,3567,2994.75
23-Jun-06,2993.55,3063.2,2920.2,86904356,3615.07,3042.7
25-Jun-06,3043.15,3083,3035.95,12073961,433.29,3050.3
26-Jun-06,3051.8,3059.85,2928,87442622,3613.02,2943.2
27-Jun-06,2943.6,3004.15,2899.25,116745741,5252.39,2982.45
28-Jun-06,2982.2,3003.65,2909.6,84897439,3840.16,2981.1
29-Jun-06,2982.9,3049.25,2982.9,110790760,5017.76,2997.9
30-Jun-06,2993.5,3134.15,2993.5,98679172,4453.99,3128.2
03-Jul-06,3128.75,3160.35,3114.85,66603275,3157.85,3150.95
04-Jul-06,3151.05,3177.4,3130.3,66682150,3147.66,3138.65
05-Jul-06,3136.95,3201.2,3121.8,90419711,4195.99,3197.1
06-Jul-06,3197.5,3197.5,3138.4,74893378,3524.77,3156.4
07-Jul-06,3157.95,3193.1,3056.3,90060282,4068.6,3075.85
10-Jul-06,3077.1,3147.7,3064.1,65284375,2980.45,3142
11-Jul-06,3145.3,3146,3100.4,66336970,3096.43,3116.15
12-Jul-06,3124.95,3201.35,3078.25,93623050,5499.45,3195.9
13-Jul-06,3196.3,3208.85,3148.95,81620172,3475.59,3169.3
14-Jul-06,3166.25,3166.25,3089.55,61512609,3055.66,3123.35
17-Jul-06,3123.65,3125.1,2999.35,60049023,2953.6,3007.55
18-Jul-06,3007.15,3038.25,2967.95,70494264,3522.91,2993.65
19-Jul-06,2995.85,3045.35,2919.95,79085652,3948.34,2932.75
20-Jul-06,2943.65,3041.25,2943.65,77712999,3686.36,3023.05
21-Jul-06,3025.1,3029.1,2930.15,74876151,3454.86,2945
24-Jul-06,2944.9,2996.65,2878.25,78139891,3721.14,2985.85
25-Jul-06,2989.5,3046.95,2987.15,70646865,3378.75,3040.5
26-Jul-06,3040.45,3121.4,3022.7,77137663,3749.48,3110.15
27-Jul-06,3109.85,3167.1,3109.85,106694441,5295.1,3156.15
28-Jul-06,3158,3168.5,3109.45,81278521,3571.94,3130.8
31-Jul-06,3131.35,3179.7,3110.6,61675413,3130.17,3143.2
01-Aug-06,3128.2,3154.7,3113.6,57028169,2790.09,3147.8
02-Aug-06,3129.45,3187.85,3127.9,55484351,2628.88,3182.1
03-Aug-06,3182.55,3234.25,3175.15,69084722,3556.26,3190
04-Aug-06,3189.7,3228.15,3161.8,69528047,3282.36,3176.75
07-Aug-06,3176.7,3178.5,3142.55,50260661,2482.52,3151.1
08-Aug-06,3151.55,3216.75,3151.55,52271647,2334.3,3212.4
09-Aug-06,3211.55,3267.2,3187.85,71781978,3410.66,3254.6
10-Aug-06,3254.6,3274.75,3229.45,59287718,2795.74,3260.1
11-Aug-06,3260.05,3286.5,3236.95,63497173,3339.55,3274.35
14-Aug-06,3274.95,3317.8,3269.15,51600194,2309.79,3313.1
16-Aug-06,3314.75,3377.1,3314.75,69199131,3288.12,3356.05
17-Aug-06,3359.7,3385.15,3328.6,72570406,3678.42,3353.9
18-Aug-06,3354.5,3366.25,3332.2,57031969,2744.7,3356.75
21-Aug-06,3356.8,3374.9,3332.9,48935056,2623.86,3366
22-Aug-06,3369.6,3398.35,3351.5,58614547,2780.25,3364.6
23-Aug-06,3363.6,3369.65,3325.1,52060467,2595.68,3335.8
24-Aug-06,3336.65,3379.55,3304.85,70794902,3625.17,3370.4
25-Aug-06,3368.55,3402.7,3368.55,68458051,3290.78,3385.95
28-Aug-06,3386,3405.3,3377.75,46753742,2051.97,3401.1
29-Aug-06,3405.05,3434.95,3396.1,60674227,2935.97,3425.7
30-Aug-06,3425.8,3440.2,3407.75,61671400,2963.16,3430.35
31-Aug-06,3404.5,3452.3,3403.65,98616609,4581.17,3413.9
01-Sep-06,3414,3439.5,3402.9,71355586,3118.13,3435.45
04-Sep-06,3435.55,3483.1,3435.55,55794558,2672.11,3476.85
05-Sep-06,3471.4,3488.6,3457.9,49637615,2330.87,3473.75
06-Sep-06,3474.4,3490.7,3465.8,64632141,3020.81,3477.25
07-Sep-06,3477.15,3478.85,3438.8,61695576,3097.76,3454.55
08-Sep-06,3454.65,3477.95,3442.85,75299798,3823.16,3471.45
11-Sep-06,3470.35,3486.65,3351.3,78022331,3948.22,3366.15
12-Sep-06,3363.3,3395.05,3328.45,80287997,3899.77,3389.9
13-Sep-06,3389.85,3470.65,3389.8,71103462,3702.22,3454.55
14-Sep-06,3454.6,3484,3454.6,88081056,4891.78,3471.6
15-Sep-06,3471.65,3487.45,3434.55,71320369,3491.83,3478.6
18-Sep-06,3478.65,3506.2,3478.4,60726317,2990.54,3492.75
19-Sep-06,3493.5,3514.95,3438.8,69738853,3565.22,3457.35
20-Sep-06,3457.85,3509.85,3419.75,62440086,3133.57,3502.8
21-Sep-06,3506.7,3556.35,3506.7,65971047,3470.59,3553.05
22-Sep-06,3554.05,3562.45,3525.4,60146361,3402.22,3544.05
25-Sep-06,3545.1,3568.65,3514.85,59718564,2973.4,3523.45
26-Sep-06,3523.7,3576.75,3517.15,67280328,3513.92,3571.75
27-Sep-06,3571.75,3603.7,3568.4,65272270,3388.77,3579.3
28-Sep-06,3579.95,3589.3,3560.75,82845862,4431.1,3571.75
29-Sep-06,3572.15,3599.8,3564.7,71280518,3291.25,3588.4
03-Oct-06,3588.95,3606.2,3561.7,55658446,2746.91,3569.6
04-Oct-06,3570.95,3580.05,3508.65,68278198,3819.03,3515.35
05-Oct-06,3515.6,3574.95,3515.6,74898110,3523.08,3564.9
06-Oct-06,3565.45,3583.75,3560.9,83455201,3254.23,3569.7
09-Oct-06,3570.05,3585.35,3540.45,52281974,2351.09,3567.15
10-Oct-06,3567.45,3597.2,3563.1,61272629,2759.2,3571.05
11-Oct-06,3581.55,3614.5,3544.25,64789296,3439.29,3558.55
12-Oct-06,3562.55,3626.8,3545.95,67079130,3436.45,3621.05
13-Oct-06,3621.65,3682.35,3621.65,77576341,4180.34,3676.05
16-Oct-06,3668.9,3729.7,3668.9,74544319,4114.25,3723.95
17-Oct-06,3726.4,3742.5,3691.35,72710899,3601.25,3715
18-Oct-06,3715.2,3727,3701.3,98341144,4457.77,3710.65
19-Oct-06,3711.1,3726.95,3655.05,87373113,3801.97,3677.8
20-Oct-06,3678.75,3714.25,3665.5,71910699,3349.3,3676.85
21-Oct-06,3680.85,3708.4,3662.85,10531676,507.73,3683.5
23-Oct-06,3683.4,3690.85,3651.2,45483007,2204.29,3657.3
26-Oct-06,3656.2,3686.85,3651.2,97769504,4879.43,3677.55
27-Oct-06,3676.85,3747.35,3674.8,81362792,4114.12,3739.35
30-Oct-06,3739.35,3776.05,3719.45,85610530,4741.7,3769.1
31-Oct-06,3770.5,3782.85,3726.75,87732761,4104.67,3744.1
01-Nov-06,3744.1,3777.7,3737,70546138,3544.68,3767.05
02-Nov-06,3769.4,3805.5,3761.9,57711779,3121.02,3791.2
03-Nov-06,3793.05,3809.65,3771,61269479,3313.66,3805.35
06-Nov-06,3804.75,3822.4,3798.25,68853934,3137.47,3809.25
07-Nov-06,3812.15,3840.45,3789.4,72012582,3596.23,3798.75
08-Nov-06,3799.2,3809.95,3737.2,81509881,4427.67,3777.3
09-Nov-06,3777.8,3808.2,3769.8,71619806,3934.11,3796.4
10-Nov-06,3796.05,3842.4,3785.4,70384022,3936.21,3834.75
13-Nov-06,3834.8,3862.05,3834,56173959,2739.11,3858.75
14-Nov-06,3862,3883,3850.75,68081114,3651.51,3865.9
15-Nov-06,3865.95,3888.8,3838.25,69066795,3511.53,3876.3
16-Nov-06,3876.4,3900.4,3863.85,81514258,4686.36,3876.85
17-Nov-06,3877,3891.85,3835.7,77876260,4194.93,3852.8
20-Nov-06,3852.65,3866.95,3794.3,84182263,4952.26,3856.15
21-Nov-06,3859.5,3921.7,3856.75,67180630,3907.31,3918.25
22-Nov-06,3918.3,3960,3909.6,87853870,5284.69,3954.75
23-Nov-06,3955.3,3976.8,3933.7,64562640,4000.52,3945.45
24-Nov-06,3945.45,3965.8,3935.3,68029182,3633.78,3950.85
27-Nov-06,3974.95,3974.95,3948.85,56622181,3350.7,3968.9
28-Nov-06,3966,3966,3911.55,59759241,3564.33,3921.75
29-Nov-06,3922.5,3952.4,3920,59745228,3170.71,3928.2
30-Nov-06,3929.4,3973,3929.4,99230654,5200.26,3954.5
01-Dec-06,3955.7,4001.3,3953.95,58708116,3309.49,3997.6
04-Dec-06,4002.4,4015.25,3991.55,54018198,3426.05,4001
05-Dec-06,4001.25,4033.2,4001.25,65921607,3669.1,4015.75
06-Dec-06,4016,4036.2,3982.5,65477220,3637.13,4015.95
07-Dec-06,4015,4027.7,4001.4,52637334,3396.24,4015.35
08-Dec-06,4015.75,4046.85,3948.7,53674764,3113.85,3962
11-Dec-06,3961.9,3965.05,3798.3,79520623,4688.29,3849.5
12-Dec-06,3849.1,3861.25,3661.6,105472463,5958.99,3716.9
13-Dec-06,3716.75,3777.6,3657.65,93071516,5185.84,3765.2
14-Dec-06,3765.7,3855.05,3763.5,72361721,3750.19,3843.05
15-Dec-06,3849.6,3908.45,3845.45,91020399,4491.99,3888.65
18-Dec-06,3888.2,3934,3828.15,72483576,4122.31,3928.75
19-Dec-06,3928.85,3931.9,3783.45,75208480,4700.27,3832
20-Dec-06,3832.15,3886.1,3787.55,81933913,4707.85,3815.55
21-Dec-06,3814.75,3851.2,3768.8,57300356,3118.95,3833.5
22-Dec-06,3834.9,3880.15,3823.4,51348663,2468.08,3871.15
26-Dec-06,3871.3,3946.1,3870.45,45448366,2356.62,3940.5
27-Dec-06,3942.75,3986.75,3937.7,54698735,2965.96,3974.25
28-Dec-06,3974.2,3997.35,3961.95,82886489,4414.78,3970.55
29-Dec-06,3971.65,3991.6,3960.45,46461571,2383.73,3966.4
02-Jan-07,3966.25,4016.65,3964.95,40789960,1929.76,4007.4
03-Jan-07,4007.7,4029.8,3985,63826475,3291.66,4024.05
04-Jan-07,4027.3,4041,3979.8,67096186,3446.19,3988.8
05-Jan-07,3990.15,4011.45,3969.65,69146575,3558.69,3983.4
08-Jan-07,3983.3,3987.45,3913,63615668,3590.08,3933.4
09-Jan-07,3933.3,3963.75,3890.75,65321592,3753.18,3911.4
10-Jan-07,3910.95,3911.95,3841.7,68470689,3892.68,3850.3
11-Jan-07,3852.15,3953.1,3833.6,83152375,5058.74,3942.25
12-Jan-07,3944.55,4059.15,3944.55,81362992,4727.43,4052.45
15-Jan-07,4052.85,4099.65,4052.4,81723925,4103.23,4078.4
16-Jan-07,4090.7,4107.45,4067.9,60251260,3626.6,4080.5
17-Jan-07,4084.9,4096.75,4071.55,59073863,3077.88,4076.45
18-Jan-07,4075.2,4140.25,4075.2,75646344,4020.61,4109.05
19-Jan-07,4126,4137.15,4058.35,85555366,4541.53,4090.15
22-Jan-07,4089.6,4114.5,4069.95,63758853,3514.19,4102.45
23-Jan-07,4102.65,4105.1,4056.45,80442797,3783.57,4066.1
24-Jan-07,4066.6,4098.25,4065.75,90298316,3760.9,4089.9
25-Jan-07,4092.05,4157.95,4090.1,130890355,5541.44,4147.7
29-Jan-07,4148.4,4167.15,4115.75,94946217,3998.53,4124.45
31-Jan-07,4123.85,4137.85,4068.55,114992600,5378.2,4082.7
01-Feb-07,4083.4,4141.6,4081.1,73460198,3409.67,4137.2
02-Feb-07,4140.2,4198.7,4132.95,92547027,4676.12,4183.5
05-Feb-07,4193.15,4219,4170,62178023,3381.35,4215.35
06-Feb-07,4216.55,4228.15,4186.15,64125214,3421.59,4195.9
07-Feb-07,4198.2,4232.3,4192.85,66702277,3804.96,4224.25
08-Feb-07,4232,4245.3,4188.45,69459583,3340.66,4223.4
09-Feb-07,4223.5,4239.2,4171.8,66107054,3610.6,4187.4
12-Feb-07,4187.2,4187.2,4044.35,91427563,3947.24,4058.3
13-Feb-07,4069.1,4132.7,3998.3,97888267,4496.49,4044.55
14-Feb-07,4044.9,4057.35,3965.2,82077938,4215.28,4047.1
15-Feb-07,4046.8,4155.7,4046.8,77344389,4115.85,4146.2
19-Feb-07,4149.25,4177.7,4149.25,59419122,2847.75,4164.55
20-Feb-07,4164.85,4175.45,4099.55,63235945,3038.13,4106.95
21-Feb-07,4107.15,4132.8,4080.9,72693724,3629.73,4096.2
22-Feb-07,4096.65,4126.9,4023.15,120932537,5953.76,4040
23-Feb-07,4046,4065.45,3918.2,91231906,4716.39,3938.95
26-Feb-07,3939.1,3958.9,3856.7,86198266,4750.58,3942
27-Feb-07,3948.05,3958,3873.85,75831405,3813.71,3893.9
28-Feb-07,3893.4,3893.4,3674.85,143100823,7274.03,3745.3
01-Mar-07,3745.4,3818.75,3718.15,108340792,4980.12,3811.2
02-Mar-07,3811.65,3842.05,3711.05,99384914,4811.76,3726.75
05-Mar-07,3726.5,3726.65,3554.5,111377742,4944.86,3576.5
06-Mar-07,3577.15,3679.15,3576.65,94708234,4354.73,3655.65
07-Mar-07,3661.55,3714.15,3568.55,92664441,4341.61,3626.85
08-Mar-07,3627.25,3779.5,3626.8,102126395,4218.03,3761.65
09-Mar-07,3761.85,3795.7,3684.25,116080128,4389.81,3718
12-Mar-07,3717.45,3781.45,3713.9,89783796,3741.24,3734.6
13-Mar-07,3735.25,3775.85,3717.15,76689083,3142.41,3770.55
14-Mar-07,3768.4,3768.4,3623,83325778,3731.1,3641.1
15-Mar-07,3644.9,3711.05,3630.55,73901367,3587.44,3643.6
16-Mar-07,3639.35,3683.6,3573.85,64748146,3234.07,3608.55
19-Mar-07,3611.3,3683.35,3602.85,45956072,2036.42,3678.9
20-Mar-07,3680.35,3725,3676.65,69478798,2825.38,3697.6
21-Mar-07,3697.7,3771.2,3680.6,73653431,3063.79,3764.55
22-Mar-07,3764.5,3881,3764.5,91519911,4357.66,3875.9
23-Mar-07,3876.75,3901.75,3850.8,85511339,3806.35,3861.05
26-Mar-07,3863.45,3885.45,3768.25,67231993,3448.63,3819.95
28-Mar-07,3818.75,3830.3,3752.95,83105233,4465.85,3761.1
29-Mar-07,3759.15,3805.85,3750.35,111423813,5761.84,3798.1
30-Mar-07,3788.85,3832.2,3785.3,81295476,3945.32,3821.55
02-Apr-07,3820,3820,3617,74611355,3979.31,3633.6
03-Apr-07,3633.85,3703.05,3632.2,64733113,3567.88,3690.65
04-Apr-07,3689.75,3751.4,3689.75,87771799,3685.87,3733.25
05-Apr-07,3735.2,3771.45,3709.15,75346993,3151.7,3752
09-Apr-07,3752.9,3850.9,3747.25,65501863,2737.11,3843.5
10-Apr-07,3844.15,3858.35,3819.3,78284712,3508.74,3848.15
11-Apr-07,3848.35,3876.35,3844.75,89113728,3864.28,3862.65
12-Apr-07,3861.85,3861.85,3811.25,69265870,3230.5,3829.85
13-Apr-07,3830.35,3924.55,3828.45,89158610,4643.26,3917.35
16-Apr-07,3920.5,4016.8,3920.5,85406452,4169.48,4013.35
17-Apr-07,4014.4,4030,3976.25,83281173,4248.2,3984.95
18-Apr-07,3989.6,4039.25,3981.75,73900407,3555.36,4011.6
19-Apr-07,3998.5,4011,3933.35,76167934,3618.63,3997.65
20-Apr-07,4000.25,4090.05,3995.5,96650049,4269.77,4083.55
23-Apr-07,4083.55,4122.35,4075.2,85793172,3672.1,4085.1
24-Apr-07,4085.1,4162.15,4057.7,101792602,5279.14,4141.8
25-Apr-07,4134.25,4173.3,4114.35,96383411,4912.39,4167.3
26-Apr-07,4170.05,4217.9,4143.25,111716820,5921.6,4177.85
27-Apr-07,4182,4182,4074.3,83330984,4143.61,4083.5
30-Apr-07,4081.6,4096.9,4028.9,74746036,3816.33,4087.9
03-May-07,4089.45,4161.2,4080.75,79591422,4196.82,4150.85
04-May-07,4168.9,4180.9,4109.7,67472022,3620.94,4117.35
07-May-07,4117.5,4157.65,4103.6,63121628,2962.32,4111.15
08-May-07,4111.25,4136.05,4066.4,77322300,4067.24,4077
09-May-07,4077.25,4087.8,4030.55,65609530,3484.85,4079.3
10-May-07,4079.6,4134.2,4057.55,74217966,3591.84,4066.8
11-May-07,4070.2,4094.65,3981.15,101897727,4421.44,4076.65
14-May-07,4078.8,4151.3,4072.45,95639685,3429.82,4134.3
15-May-07,4134.3,4150.45,4102.45,82708097,3857.44,4120.3
16-May-07,4125.4,4181,4113.05,87122564,4499.51,4170.95
17-May-07,4172.1,4232.45,4172.1,92236562,5138.95,4219.55
18-May-07,4216.5,4228.45,4177,68771304,3960.85,4214.5
21-May-07,4217.65,4269.35,4217.55,92776373,4309.29,4260.9
22-May-07,4263.1,4281.6,4234.1,85013484,4887.78,4278.1
23-May-07,4279.6,4291.4,4231.05,84529936,4384.41,4246.2
24-May-07,4246.2,4250.85,4189.05,79985272,4033.72,4204.9
25-May-07,4197.85,4256.4,4141.35,87574680,4590.27,4248.15
28-May-07,4248.35,4295.6,4242.8,82687609,3524.29,4256.55
